Site,Treatment,Location,Block,Year,Date,Days.After.Planting,    total.flux,  R^2,Rsqr_cleaned,ParameterA,ParameterB,ParameterC
Morton,ASP,D2,D,2020,730,69,0.694018,0.995207,0.694018, 'A': 2.448350418606347, 'B': -5.991019727274189, 'C': 4.751291914278639
Morton,ASP,D3,D,2020,622,31,5.95896,0.86088,NA, 'A': 4.6564056087120935, 'B': 0.534061220628817, 'C': -0.08609442194863308
Morton,ASP,D3,D,2020,730,69,2.92327,0.994295,2.92327, 'A': 15.239864046158669, 'B': -7.420740215992784, 'C': 5.067277694176746
Morton,ASP,E1,E,2020,622,31,8.62912,0.993974,8.62912, 'A': 16.897966505090114, 'B': -3.1191281102479196, 'C': 2.5599092905700447
Morton,ASP,E1,E,2020,730,69,2.16673,0.996487,2.16673, 'A': 14.070090073975857, 'B': -11.107828883661277, 'C': 9.819820074600395
Morton,ASP,E2,E,2020,622,31,7.91878,0.383456,NA, 'A': 7.232314513833768, 'B': 0.5975036312230738, 'C': -0.6275779042044849
Morton,ASP,E2,E,2020,730,69,0.935619,0.993515,0.935619, 'A': 1.381205876609056, 'B': 0.13156214417997575, 'C': -1.6376892584942202
Morton,ASP,E3,E,2020,622,31,6.87676,0.748488,NA, 'A': 6.47759209647759, 'B': 0.043703259561751764, 'C': 0.11073684159801525
Morton,ASP,E3,E,2020,730,69,2.0842,0.999058,2.0842, 'A': 12.146219397759486, 'B': -8.428440724345277, 'C': 6.127566225641685
Morton,ASP,F1,F,2020,622,31,6.46131,0.601801,NA, 'A': 6.404560615389248, 'B': 0.8512609566849266, 'C': -1.2854908758062862
Morton,ASP,F1,F,2020,730,69,0.456129,0.391362,NA, 'A': 1.2185502001676016, 'B': -4.768183078907486, 'C': 3.9629709430140827
Morton,ASP,F2,F,2020,622,31,8.95767,0.893069,NA, 'A': 6.543331294354753, 'B': 1.0849316626865313, 'C': -0.7063815823526917
Morton,ASP,F2,F,2020,730,69,0.994368,0.996284,0.994368, 'A': 5.695280981541272, 'B': -9.250728086560814, 'C': 7.61318362953965
Morton,ASP,F3,F,2020,622,31,8.82326,0.60901,NA, 'A': 10.070853174701517, 'B': -1.0936170121132662, 'C': 1.2283894362190473
Morton,ASP,F3,F,2020,730,69,2.30156,0.999541,2.30156, 'A': 24.719039744519048, 'B': -14.49358928474707, 'C': 12.022677647040744
Morton,ASP,G1,G,2020,622,31,7.13506,0.42125,NA, 'A': 6.56859551905776, 'B': -0.06238080002370246, 'C': 0.3315579092223797
Morton,ASP,G1,G,2020,730,69,1.81269,0.797835,NA, 'A': 8.805467973193466, 'B': -6.9657654083716904, 'C': 4.711106154167805
Morton,ASP,G2,G,2020,622,31,6.85302,0.224769,NA, 'A': 5.806327756411309, 'B': 0.6251647644137045, 'C': -0.446059863626166
Morton,ASP,G2,G,2020,730,69,0.993942,0.924205,NA, 'A': 5.524199173656762, 'B': -9.926858500008441, 'C': 8.775089740622699
Morton,ASP,G3,G,2020,622,31,5.71374,0.994053,5.71374, 'A': 3.1735831143862194, 'B': 1.920083608877761, 'C': -1.1890653462104193
Morton,ASP,G3,G,2020,730,69,1.15759,0.979093,1.15759, 'A': 5.033496796468304, 'B': -6.930497575345298, 'C': 5.286342820650824
Morton,ASP,H1,H,2020,622,31,5.07738,0.0354284,NA, 'A': 4.625548972068431, 'B': 0.37117665994573007, 'C': -0.27885763132171093
Morton,ASP,H1,H,2020,730,69,2.10298,0.989518,2.10298, 'A': 7.974025120193964, 'B': -5.984430033303001, 'C': 4.410878459608761
Morton,ASP,H2,H,2020,622,31,7.22526,0.987596,7.22526, 'A': 5.075942336467012, 'B': 1.327653174511143, 'C': -0.9559425737365985
Morton,ASP,H2,H,2020,730,69,2.66998,0.995868,2.66998, 'A': 14.873697112948856, 'B': -4.088591535997034, 'C': -4.957935000304828
Morton,ASP,H3,H,2020,622,31,5.8592,0.999899,5.8592, 'A': 7.635297561307795, 'B': -2.1890272955807752, 'C': 2.429794806944509
Morton,ASP,H3,H,2020,730,69,1.49118,0.982246,1.49118, 'A': 13.46162886241971, 'B': -12.323693878896183, 'C': 9.737953080426692
Morton,ASP,I1,I,2020,622,31,7.02337,0.870687,NA, 'A': 5.1847813490442265, 'B': 1.7706541829384232, 'C': -1.7708039660663077
Morton,ASP,I1,I,2020,730,69,1.40078,0.999056,1.40078, 'A': 16.573392707117517, 'B': -15.238230647545482, 'C': 12.386246581371974
Morton,ASP,I2,I,2020,622,31,6.29587,0.92653,NA, 'A': 6.97446342740846, 'B': -0.8032650750693894, 'C': 0.8901211749168265
Morton,ASP,I2,I,2020,730,69,1.45618,0.888008,NA, 'A': 9.033568813760189, 'B': -11.504917367618633, 'C': 10.565899306879256
Morton,ASP,I3,I,2020,622,31,9.4596,0.0800778,NA, 'A': 10.09624708935954, 'B': -0.33761428583433334, 'C': 0.3101176622378687
Morton,ASP,I3,I,2020,730,69,0.997011,0.98975,0.997011, 'A': 8.348124741652201, 'B': -11.899821585669121, 'C': 9.606214796049294
Morton,ASP,A1,A,2021,727,61,5.56985,0.991661,5.56985, 'A': 47.102658709889575, 'B': -12.53601411094813, 'C': 10.584953063515155
Morton,ASP,A1,A,2021,831,95,2.96912,0.982507,2.96912, 'A': 0.0476731196725412, 'B': 36.34492790143458, 'C': -58.98833053472043
Morton,ASP,A1,A,2021,929,124,1.21811,0.889849,NA, 'A': 2.9953370421224426, 'B': -5.940592592000847, 'C': 5.899486872598317
Morton,ASP,A2,A,2021,727,61,6.93017,0.995375,6.93017, 'A': 24.12932533147425, 'B': -3.899208760509229, 'C': 1.1284665537583503
Morton,ASP,A2,A,2021,831,95,0.730401,0.172134,NA, 'A': 0.38842981052449976, 'B': 2.4773652862275792, 'C': -1.8884629710546663
Morton,ASP,A2,A,2021,929,124,2.75308,0.983896,2.75308, 'A': 2.8162204488446134, 'B': 0.8449274267836869, 'C': -1.3840496421777537
Morton,ASP,A3,A,2021,727,61,2.65888,0.992749,2.65888, 'A': 7.753201019582228, 'B': -4.410018515210511, 'C': 3.047303187318877
Morton,ASP,A3,A,2021,831,95,1.28579,0.996572,1.28579, 'A': 1.319048024152261, 'B': -1.6241638240112684, 'C': 2.2578640330946955
Morton,ASP,A3,A,2021,929,124,1.46637,0.870138,NA, 'A': 0.10203272451376919, 'B': 9.527086686650952, 'C': -7.106685644627375
Morton,ASP,B1,B,2021,727,61,7.92415,0.995665,7.92415, 'A': 54.5232393804936, 'B': -8.973999801982098, 'C': 5.792005259706175
Morton,ASP,B1,B,2021,831,95,1.4564,0.298734,NA, 'A': 0.933642757608254, 'B': 1.967692168931499, 'C': -1.6509664791221395
Morton,ASP,B1,B,2021,929,124,2.37252,0.889796,NA, 'A': 1.0487261728516968, 'B': 2.57932781117207, 'C': -1.556444555854326
Morton,ASP,B2,B,2021,727,61,17.0331,0.999058,17.0331, 'A': 162.1179516677811, 'B': -12.020570868591344, 'C': 8.557165933165235
Morton,ASP,B2,B,2021,831,95,1.39256,0.696664,NA, 'A': 2.4967289392352363, 'B': -3.342544751765057, 'C': 3.170193384653552
Morton,ASP,B2,B,2021,929,124,2.98064,0.750804,NA, 'A': 8.868585019169007, 'B': -5.249037794604825, 'C': 4.291600707230331
Morton,ASP,B3,B,2021,727,61,5.32176,0.289409,NA, 'A': 6.484642196233585, 'B': -1.1576157969771312, 'C': 1.1325687015909298
Morton,ASP,B3,B,2021,831,95,1.47747,0.940294,NA, 'A': 0.43144245703134615, 'B': 3.7510580575109844, 'C': -2.221374739586684
Morton,ASP,B3,B,2021,929,124,1.85293,0.0717909,NA, 'A': 1.5646220088754206, 'B': 0.6016030374761803, 'C': -0.4012515099421555
Morton,ASP,C1,C,2021,727,61,7.06659,0.995501,7.06659, 'A': 35.4675234739108, 'B': -6.949801939926901, 'C': 4.458264700730219
Morton,ASP,C1,C,2021,831,95,1.07545,0.681705,NA, 'A': 0.45555097195872113, 'B': 3.6977045546602985, 'C': -3.0829177847509093
Morton,ASP,C1,C,2021,929,124,1.92402,0.750851,NA, 'A': 1.6215812191128274, 'B': 0.4962040215669929, 'C': -0.23981851170218726
Morton,ASP,C2,C,2021,727,61,3.73312,0.923822,NA, 'A': 7.016196042204722, 'B': -2.7528156666850943, 'C': 2.143659672034017
Morton,ASP,C2,C,2021,831,95,1.06273,0.943302,NA, 'A': 0.1342079318863217, 'B': 6.343182377618249, 'C': -3.9576305097481526
Morton,ASP,C2,C,2021,929,124,1.86467,0.997141,1.86467, 'A': 0.9498629276891555, 'B': 2.3888764708280292, 'C': -1.643561128329066
Morton,ASP,C3,C,2021,727,61,2.98714,0.975045,2.98714, 'A': 6.15894090889647, 'B': -3.49440140941843, 'C': 2.9506540291825143
Morton,ASP,C3,C,2021,831,95,0.789833,0.501495,NA, 'A': 0.3699260220529087, 'B': 2.7827298952248865, 'C': -1.9977174215503812
Morton,ASP,C3,C,2021,929,124,1.71144,0.935038,NA, 'A': 2.137358005306818, 'B': -2.534347051719751, 'C': 3.019839427854939
Morton,ASP,D1,D,2021,727,61,2.22627,0.298372,NA, 'A': 2.704520728511165, 'B': -1.3329973777747324, 'C': 1.3984666822169245
Morton,ASP,D1,D,2021,831,95,1.52407,0.836762,NA, 'A': 0.41452202580461395, 'B': 5.293281127875165, 'C': -4.2717743035410445
Morton,ASP,D1,D,2021,929,124,2.4055,0.98053,2.4055, 'A': 1.2244104093065198, 'B': 2.7801312168218386, 'C': -2.217732141199612
Morton,ASP,D2,D,2021,727,61,3.32953,0.791543,NA, 'A': 4.863234187510849, 'B': -0.1288285165715124, 'C': -1.1375387146074463
Morton,ASP,D2,D,2021,831,95,1.11067,0.917093,NA, 'A': 0.16699269607810321, 'B': 5.8038472049816425, 'C': -3.5903378338539014
Morton,ASP,D2,D,2021,929,124,1.41489,0.932475,NA, 'A': 1.0090726160978487, 'B': -0.31444008890329567, 'C': 1.3310566116864277
Morton,ASP,D3,D,2021,727,61,2.0876,0.699528,NA, 'A': 1.8211176770282294, 'B': 0.3339238337590414, 'C': -0.09816454140642537
Morton,ASP,D3,D,2021,831,95,0.919243,0.998381,0.919243, 'A': 0.0007615313792891198, 'B': 23.594079673465192, 'C': -17.436810988400005
Morton,ASP,D3,D,2021,929,124,1.16266,0.853986,NA, 'A': 0.41471465452497014, 'B': 3.188517134635849, 'C': -1.8998933955817825
Morton,ASP,E1,E,2021,727,61,7.70056,0.998867,7.70056, 'A': 43.08010053977632, 'B': -8.630050024676944, 'C': 6.734446178996658
Morton,ASP,E1,E,2021,831,95,1.32205,0.887027,NA, 'A': 0.25460617954060766, 'B': 6.268940765632725, 'C': -4.825327119967514
Morton,ASP,E1,E,2021,929,124,1.35067,0.549856,NA, 'A': 2.8074044759614196, 'B': -5.575806228470958, 'C': 5.849013532918928
Morton,ASP,E2,E,2021,727,61,31.1836,0.999637,31.1836, 'A': 428.83655631621457, 'B': -16.094434584981535, 'C': 11.758628131711388
Morton,ASP,E2,E,2021,831,95,1.73449,0.999364,1.73449, 'A': 0.20327848436371515, 'B': 24.143692655096633, 'C': -42.266689039364294
Morton,ASP,E2,E,2021,929,124,3.33893,0.992568,3.33893, 'A': 2.1763082975551713, 'B': -2.4860934983777936, 'C': 4.319920746887896
Morton,ASP,E3,E,2021,727,61,4.60753,0.988101,4.60753, 'A': 26.3277104950291, 'B': -8.868273518976537, 'C': 7.007964031623934
Morton,ASP,E3,E,2021,831,95,2.22617,0.9081,NA, 'A': 0.025892200386827328, 'B': 18.3225093262572, 'C': -15.912862791007814
Morton,ASP,E3,E,2021,929,124,2.3498,0.91614,NA, 'A': 0.4571918932668995, 'B': 8.584194455318197, 'C': -8.47535447924558
Morton,ASP,F1,F,2021,727,61,2.82455,0.920743,NA, 'A': 6.473426381911366, 'B': -3.821125655509434, 'C': 3.077523018237531
Morton,ASP,F1,F,2021,831,95,0.69565,0.558432,NA, 'A': 0.35084099412501296, 'B': -1.2420777974596584,
Morton,ASP,F1,F,2021,929,124,1.52541,0.12177,NA, 'A': 1.3126564998655879, 'B': 0.5271313044361431, 'C': -0.3451033877453706
Morton,ASP,F2,F,2021,727,61,2.50611,0.834934,NA, 'A': 5.459506306174647, 'B': -3.5372956424274324, 'C': 2.825214725654713
Morton,ASP,F2,F,2021,831,95,1.72868,0.746453,NA, 'A': 6.986441281046593, 'B': -7.87940968911914, 'C': 7.050925047942962
Morton,ASP,F2,F,2021,929,124,2.11272,0.376923,NA, 'A': 1.4298765441839816, 'B': -0.7358569989981237,
Morton,ASP,F3,F,2021,727,61,2.25881,0.00726153,NA, 'A': 2.363757187481075, 'B': 0.09152549588298685,
Morton,ASP,F3,F,2021,831,95,1.08046,0.874919,NA, 'A': 0.3162175083197992, 'B': 4.204235542794529, 'C': -2.8674095457160127
Morton,ASP,F3,F,2021,929,124,2.19224,0.993184,2.19224, 'A': 1.5290590614264146, 'B': -0.49950296161748337, 'C': 1.6313921719188431
Morton,ASP,G1,G,2021,727,61,7.00373,0.604696,NA, 'A': 11.242292539498209, 'B': -2.1857892579036227, 'C': 1.8111631208387058
Morton,ASP,G1,G,2021,831,95,2.15496,0.994804,2.15496, 'A': 0.926127157553423, 'B': 2.3918390846202797, 'C': -1.2223616880741794
Morton,ASP,G1,G,2021,929,124,1.20489,0.559497,NA, 'A': 1.1661177270829268, 'B': -0.8821275190550184, 'C': 1.3724852200697224
Morton,ASP,G2,G,2021,727,61,3.83791,0.999947,3.83791, 'A': 7.737596378156757, 'B': -2.8516621566453004, 'C': 2.045979097885454
Morton,ASP,G2,G,2021,831,95,1.92987,0.998885,1.92987, 'A': 0.13832220640031065, 'B': 9.116823558320531, 'C': -6.588019001074754
Morton,ASP,G2,G,2021,929,124,1.36484,0.98533,1.36484, 'A': 0.24299614628063276, 'B': 5.376279697005452, 'C': -3.3686467913826434
Morton,ASP,G3,G,2021,727,61,10.6656,0.834283,NA, 'A': 8.864709277715674, 'B': 12.03354158724008, 'C': -27.39931978135637
Morton,ASP,G3,G,2021,831,95,1.33379,0.629646,NA, 'A': 0.7599467866502448, 'B': 2.8125600921506746, 'C': -2.589907489529677
Morton,ASP,G3,G,2021,929,124,1.76404,0.702743,NA, 'A': 3.5153856598698217, 'B': -4.6681168491247815, 'C': 4.7341298774722125
Morton,ASP,H1,H,2021,727,61,28.8635,1,28.8635, 'A': 267.2330489285618, 'B': -11.564675074728397, 'C': 7.910835931008319
Morton,ASP,H1,H,2021,831,95,1.06351,0.992313,1.06351, 'A': 1.1376243193879074, 'B': -1.455726110111379, 'C': 1.9195043906314673
Morton,ASP,H1,H,2021,929,124,1.89406,0.975824,1.89406, 'A': 3.4129856666493548, 'B': -3.8827261534054567, 'C': 3.92203771153934
Morton,ASP,H2,H,2021,727,61,7.16024,0.912839,NA, 'A': 5.857008348395512, 'B': 10.467030810145868, 'C': -22.143329953547784
Morton,ASP,H2,H,2021,831,95,1.29883,0.96738,NA, 'A': 0.5902159822526201, 'B': 1.7392918736140244, 'C': -0.445008624682564
Morton,ASP,H2,H,2021,929,124,1.50821,0.727733,NA, 'A': 0.5819042173789668, 'B': 3.261174440478999, 'C': -2.194927238346135
Morton,ASP,H3,H,2021,727,61,18.7001,0.993292,18.7001, 'A': 111.98876767587916, 'B': -7.927031830151381, 'C': 4.956154131575135
Morton,ASP,H3,H,2021,831,95,1.38144,0.700157,NA, 'A': 0.7322256997231874, 'B': -1.1588969239529316,
Morton,ASP,H3,H,2021,929,124,2.58391,0.88657,NA, 'A': 12.145412995410517, 'B': -9.473105848291597, 'C': 8.763316784965197
Morton,ASP,I1,I,2021,727,61,2.71419,0.674182,NA, 'A': 7.917167659128584, 'B': -4.913491180933977, 'C': 3.850726621976213
Morton,ASP,I1,I,2021,831,95,1.50879,0.546559,NA, 'A': 0.48322914089157476, 'B': 4.890413017750566, 'C': -4.108272869562953
Morton,ASP,I1,I,2021,929,124,1.23914,0.745663,NA, 'A': 1.4906598591906925, 'B': -2.8508340831923276, 'C': 3.5386115907007722
Morton,ASP,I2,I,2021,727,61,6.04091,0.994937,6.04091, 'A': 25.444542888280726, 'B': -5.577417784717664, 'C': 3.083808816787182
Morton,ASP,I2,I,2021,831,95,1.14159,0.747576,NA, 'A': 0.6730177120982415, 'B': 0.42231569883935616, 'C': 0.764076483124402
Morton,ASP,I2,I,2021,929,124,1.47976,0.495622,NA, 'A': 2.7258828306107987, 'B': -2.9375047504858176, 'C': 2.490670835301507
Morton,ASP,I3,I,2021,727,61,3.33572,0.809802,NA, 'A': 13.403443821974204, 'B': -6.738649486256551, 'C': 5.3561609599521764
Morton,ASP,I3,I,2021,831,95,1.22164,0.439354,NA, 'A': 0.39795054655313156, 'B': 5.173512723377481, 'C': -4.588244297862684
Morton,ASP,I3,I,2021,929,124,1.81991,0.00945195,NA, 'A': 1.8523040748701396, 'B': -0.17527720394468216, 'C': 0.2094640110267702
Morton,ASP,A1,A,2022,624,32,5.34249,0.961766,NA, 'A': 8.596422311215466, 'B': -1.1562906431608981, 'C': 0.18986983529497609
Morton,ASP,A1,A,2022,727,65,1.20123,0.744817,NA, 'A': 0.8110452931445381, 'B': 0.08505016105500492, 'C': 0.9127455483110294
Morton,ASP,A2,A,2022,624,32,10.5614,0.990726,10.5614, 'A': 33.04741393808919, 'B': -5.1142823986186485, 'C': 3.8772503326578094
Morton,ASP,A2,A,2022,727,65,2.15968,0.979356,2.15968, 'A': 5.441673011653621, 'B': -4.574553747010823, 'C': 3.8806636038225237
Morton,ASP,A3,A,2022,624,32,6.51012,0.947339,NA, 'A': 14.237576863373084, 'B': -3.5162120520087115, 'C': 2.779010609446372
Morton,ASP,A3,A,2022,727,65,1.55007,0.447534,NA, 'A': 3.1896094991060244, 'B': -6.361424095177529, 'C': 6.894765471300341
Morton,ASP,A3,A,2022,825,94,0.287673,0.994041,0.287673, 'A': 0.08439678121462625, 'B': 14.298807563732849, 'C': -22.85961907332364
Morton,ASP,B1,B,2022,624,32,7.52149,0.999443,7.52149, 'A': 15.404901673390285, 'B': -2.7314621096459333, 'C': 1.7971624450973507
Morton,ASP,B1,B,2022,727,65,3.06037,0.964803,NA, 'A': 0.21084491330913857, 'B': 10.503416258887281, 'C': -8.517432946656292
Morton,ASP,B1,B,2022,825,94,0.555265,0.339776,NA, 'A': 0.6286332118401442, 'B': 0.25356162110348,
Morton,ASP,B2,B,2022,624,32,5.63853,0.865674,NA, 'A': 6.978560476522417, 'B': 0.5784356268051359, 'C': -1.6591185741922867
Morton,ASP,B2,B,2022,727,65,1.71994,0.86206,NA, 'A': 1.3001627776285294, 'B': 0.1270981249551713, 'C': 0.5810502891380722
Morton,ASP,B2,B,2022,825,94,0.407245,0.999859,0.407245, 'A': 1.2394951694203316, 'B': -7.702449065394968, 'C': 7.6794134986084694
Morton,ASP,B3,B,2022,624,32,6.64423,0.999991,6.64423, 'A': 10.584477545897434, 'B': -2.148332059571635, 'C': 1.7794015524616882
Morton,ASP,B3,B,2022,727,65,1.78549,0.940864,NA, 'A': 8.032755153827475, 'B': -10.158648543735746, 'C': 9.81915977182748
Morton,ASP,C1,C,2022,624,32,7.70209,0.996283,7.70209, 'A': 18.939071455568957, 'B': -3.7574141182815106, 'C': 2.712583806236326
Morton,ASP,C1,C,2022,727,65,1.58223,0.999177,1.58223, 'A': 1.1101949025224513, 'B': -0.2504388224489661, 'C': 1.2814966175455915
Morton,ASP,C1,C,2022,825,94,0.487999,0.977865,0.487999, 'A': 1.6957429036795642, 'B': -10.332533679344225, 'C': 10.686947730615659
Morton,ASP,C2,C,2022,624,32,8.77528,0.999684,8.77528, 'A': 32.87362264401702, 'B': -5.2511205811500545, 'C': 3.2183935572847617
Morton,ASP,C2,C,2022,727,65,1.71381,0.805888,NA, 'A': 0.2671638568252612, 'B': 7.448358871922887, 'C': -6.0328114129262085
Morton,ASP,C2,C,2022,825,94,0.63605,0.848587,NA, 'A': 0.4714580963047845, 'B': -3.633133546260424, 'C': 5.497705861897981
Morton,ASP,C3,C,2022,624,32,8.99239,0.859331,NA, 'A': 23.036925200033473, 'B': -4.5076490222572545, 'C': 3.7206063941572425
Morton,ASP,C3,C,2022,727,65,1.88309,0.932057,NA, 'A': 3.3288192279687716, 'B': -3.0336614655328207, 'C': 2.7643126886090816
Morton,ASP,C3,C,2022,825,94,0.627005,0.996495,0.627005, 'A': 0.5537401732753776, 'B': -6.56542031957323, 'C': 8.681674866398579
Morton,ASP,D1,D,2022,624,32,5.01246,0.955135,NA, 'A': 15.443307283011329, 'B': -4.956896781374883, 'C': 3.6922044154143316
Morton,ASP,D1,D,2022,727,65,1.66995,0.734969,NA, 'A': 3.0379442170042976, 'B': -4.105576761587557, 'C': 4.205634715366939
Morton,ASP,D1,D,2022,825,94,0.283157,0.999965,0.283157, 'A': 0.023691905537641524, 'B': 9.64903609979945, 'C': -7.730443892629818
Morton,ASP,D2,D,2022,624,32,4.494,0.957806,NA, 'A': 8.019066468580267, 'B': -1.668382001361211, 'C': 0.6204544999339422
Morton,ASP,D2,D,2022,727,65,2.0604,0.917414,NA, 'A': 3.7686052607995952, 'B': -4.122556031755929, 'C': 4.214432391648138
Morton,ASP,D2,D,2022,825,94,0.502117,0.990206,0.502117, 'A': 2.417603518597195, 'B': -13.626824213656638, 'C': 13.928309087275188
Morton,ASP,D3,D,2022,624,32,6.81311,0.84053,NA, 'A': 7.409110060928566, 'B': 0.3076217141591754, 'C': -0.7396991561977367
Morton,ASP,D3,D,2022,727,65,1.71944,0.986533,1.71944, 'A': 2.8994719554072215, 'B': -6.259020516057648, 'C': 7.189809928935754
Morton,ASP,D3,D,2022,825,94,0.368201,0.117979,NA, 'A': 0.19852566639731242, 'B': -1.130103164103424,
Morton,ASP,E1,E,2022,624,32,10.3011,0.999742,10.3011, 'A': 24.77174331501909, 'B': -3.1229070665143555, 'C': 1.7744020630015676
Morton,ASP,E1,E,2022,727,65,2.4976,0.935182,NA, 'A': 7.341624886845861, 'B': -8.739929363966294, 'C': 9.093829942525158
Morton,ASP,E1,E,2022,825,94,0.568477,0.873098,NA, 'A': 1.2773261322066989, 'B': -9.871217319635074, 'C': 10.99268274957433
Morton,ASP,E2,E,2022,624,32,4.84436,0.941252,NA, 'A': 10.082577309737768, 'B': -2.6224352661556574, 'C': 1.5591472591903428
Morton,ASP,E2,E,2022,727,65,1.51605,0.988781,1.51605, 'A': 0.44877238820336324, 'B': 4.2997630206079815, 'C': -3.0322503418540463
Morton,ASP,E2,E,2022,825,94,0.189193,0.890063,NA, 'A': 0.05915759766071726, 'B': 5.07238552719033, 'C': -4.317620689426518
Morton,ASP,E3,E,2022,624,32,8.01294,0.986056,8.01294, 'A': 14.148853444915597, 'B': -1.7994772913721016, 'C': 0.8746362310668728
Morton,ASP,E3,E,2022,727,65,3.45587,0.997005,3.45587, 'A': 0.39933448405957733, 'B': 10.193071717474012, 'C': -9.472393353354308
Morton,ASP,E3,E,2022,825,94,0.954337,0.848611,NA, 'A': 0.9288569379622532, 'B': -2.6212696188467497, 'C': 3.7082912506152246
Morton,ASP,F1,F,2022,624,32,8.85497,0.998082,8.85497, 'A': 17.573214822799308, 'B': -2.3005799100109963, 'C': 1.227554940881445
Morton,ASP,F1,F,2022,727,65,1.49595,0.759873,NA, 'A': 4.043304322969945, 'B': -6.100297825345988, 'C': 5.849857814922631
Morton,ASP,F1,F,2022,825,94,0.738921,0.917096,NA, 'A': 0.7260938114792174, 'B': -1.4290595012427005, 'C': 2.09513750570564
Morton,ASP,F2,F,2022,624,32,7.83007,0.988895,7.83007, 'A': 26.765234602413624, 'B': -5.214231476504965, 'C': 3.6381862103940903
Morton,ASP,F2,F,2022,727,65,1.34598,0.910293,NA, 'A': 2.397982586473943, 'B': -3.4303940451551513, 'C': 3.3150937245476824
Morton,ASP,F2,F,2022,825,94,0.556161,0.782839,NA, 'A': 1.421558236656353, 'B': -6.552661877419468, 'C': 6.618191521427044
Morton,ASP,F3,F,2022,624,32,7.68195,0.959319,NA, 'A': 14.392328655405292, 'B': -2.1413705851815803, 'C': 1.1967805131405593
Morton,ASP,F3,F,2022,727,65,2.57118,0.32206,NA, 'A': 1.565785456255287, 'B': 2.589671635703041, 'C': -2.446584804005181
Morton,ASP,F3,F,2022,825,94,0.633583,0.699396,NA, 'A': 0.717686762424176, 'B': -3.0862335494716953, 'C': 3.9865979574090407
Morton,ASP,G1,G,2022,624,32,4.99127,0.934974,NA, 'A': 10.91052084299987, 'B': -2.5006827306489674, 'C': 1.1527392750620133
Morton,ASP,G1,G,2022,727,65,1.79584,0.830653,NA, 'A': 1.063081327852781, 'B': 2.0033576137029856, 'C': -1.4807920976741211
Morton,ASP,G1,G,2022,825,94,0.678822,0.853973,NA, 'A': 0.3907301688192849, 'B': 0.6713792149089313, 'C': 0.4791680161513812
Morton,ASP,G2,G,2022,624,32,4.8589,0.990277,4.8589, 'A': 11.963112422062766, 'B': -2.8225617789861244, 'C': 1.1532615866724187
Morton,ASP,G2,G,2022,727,65,1.39033,0.188779,NA, 'A': 1.562513415777765, 'B': -0.6193234959061164, 'C': 0.5756894285893253
Morton,ASP,G2,G,2022,825,94,0.660065,0.973419,0.660065, 'A': 0.7681741264991887, 'B': -4.025277502884355, 'C': 5.138592200896979
Morton,ASP,G3,G,2022,624,32,7.81914,0.989317,7.81914, 'A': 20.39962754201655, 'B': -2.970245369157388, 'C': 1.1224015020033515
Morton,ASP,G3,G,2022,727,65,2.13303,0.867566,NA, 'A': 6.056837334403887, 'B': -6.219513947177281, 'C': 5.867845156111467
Morton,ASP,G3,G,2022,825,94,0.72916,0.999841,0.72916, 'A': 0.7129476338967067, 'B': -1.900235214456513, 'C': 2.7464406333266074
Morton,ASP,H1,H,2022,624,32,10.4483,0.999701,10.4483, 'A': 31.0176292955319, 'B': -3.272926760498538, 'C': 0.9548282779023857
Morton,ASP,H1,H,2022,727,65,1.29917,0.974788,1.29917, 'A': 0.8791785825325418, 'B': 0.3527679999679234, 'C': 0.537868005328688
Morton,ASP,H1,H,2022,825,94,0.588108,0.551099,NA, 'A': 0.8295118623358433, 'B': -1.4821534313754758, 'C': 1.166469059734449
Morton,ASP,H2,H,2022,624,32,7.57876,0.441727,NA, 'A': 8.980724079972552, 'B': -0.5740511526153146, 'C': 0.34413496738032934
Morton,ASP,H2,H,2022,727,65,1.87241,0.997728,1.87241, 'A': 1.1327632625368398, 'B': -0.9330928880596033,
Morton,ASP,H2,H,2022,825,94,0.801584,0.40158,NA, 'A': 1.0987518054851306, 'B': -2.5639122859943293, 'C': 2.8209166825601244
Morton,ASP,H3,H,2022,624,32,12.0832,0.999506,12.0832, 'A': 49.4422560673324, 'B': -6.738925296368055, 'C': 5.272495762640272
Morton,ASP,H3,H,2022,727,65,1.83237,0.860623,NA, 'A': 1.9955346460204912, 'B': -3.0341406273644385, 'C': 4.004461304847154
Morton,ASP,H3,H,2022,825,94,0.593634,0.656195,NA, 'A': 0.5561419458658983, 'B': -1.677083620694855, 'C': 2.5452013463869227
Morton,ASP,I1,I,2022,624,32,8.13524,0.996708,8.13524, 'A': 23.427354871810696, 'B': -3.3188898091481827, 'C': 1.2188926071649928
Morton,ASP,I1,I,2022,727,65,2.2411,0.947432,NA, 'A': 0.10605134810098299, 'B': 13.078393259844521, 'C': -11.488691591227228
Morton,ASP,I1,I,2022,825,94,0.770496,0.896435,NA, 'A': 0.6038262727132656, 'B': -1.1162915480793347, 'C': 2.1976036466421065
Morton,ASP,I2,I,2022,624,32,11.0565,0.985504,11.0565, 'A': 69.41979487391045, 'B': -8.960744279871381, 'C': 6.558650330434083
Morton,ASP,I2,I,2022,727,65,1.905,0.484703,NA, 'A': 2.2577376044215587, 'B': -1.6890684446121396, 'C': 1.9784730828321382
